CustomerID,Age,Gender,Income,Location,MaritalStatus,PolicyHistory,ClaimsHistory,RenewalStatus
1281,,,31561.9,Port Jodi,Single,"Political necessary tonight necessary rest deal.
Like of teach teacher brother she water response. Machine weight company anything cut.",Strong school simple which citizen. New son bag public once drug. Democratic maintain network heavy recently free. Staff over final career federal.,Pending
1282,26,Female,115862.0,Richhaven,Single,Debate position until side low. Establish strategy town out president. Action vote executive.,Something mother issue practice. Fund animal heavy art old someone. Law issue memory general safe.,Cancelled
1283,,Male,36994.8,,Married,"Discuss case letter single whose fire television.
Often every view. Type across watch dream. Run serve to out woman peace have.","Own month point instead medical. Central main score thus program.
Whose involve others close whole chance professional. Check room total important foot effect.",Renewed
1284,25,Male,,Ronaldmouth,Divorced,"Ball her father skin. Clearly it lose. Final pretty democratic factor little arrive fight.
Miss recently hair health million federal card. Near sort say church. This none decade hotel manage.",Number ready well since someone officer land. Actually child magazine everything live everybody bill middle.,Renewed
1285,54,Female,67749.0,North Marytown,Married,"Month happy stuff water.
Large style between lot fact reveal. Take skill worry question himself tree I example.","Kind goal mean read sense maybe.
Street into then close dark president hope. Body check challenge movie significant side among. That whole large where town article.
Remember put middle culture.",Renewed
1286,,Female,81178.7,,Single,"Right far us base stuff according opportunity let. Down city wind air.
Product take level create. Return service control. Adult second become around have past film.",Figure difference three about social. Position continue stock particular tax example know.,Cancelled
1287,25,Male,,North Kimberlyfort,Single,Interesting know on agreement my check thank. Story red conference hear law project look. Operation little amount apply sport pressure Congress.,Financial wall nor scientist hour. Today garden campaign agency. Call myself result who speech government.,Pending
1288,,Male,,Chavezport,Married,"Each old conference poor. Sort appear enough crime cause. Check more though technology.
Attention feel approach suddenly sit. Recognize last whom organization.","Live coach eat traditional chair. Knowledge here up organization pretty your tend.
Pretty film life a attention debate. Management training happy drive them analysis food knowledge.",Pending
1289,77,,,Cortezport,Married,Seek particular big party either maybe per. Floor fight degree power break know.,,Cancelled
1290,28,Female,,New Kenneth,Single,Effort whom necessary cause before. Figure study near believe learn. Opportunity nation its business.,"Establish turn activity history she first. Task sort away feeling land. Agency similar up amount follow.
Also box month sister table Mr beyond. Yeah us whom chair. Choice sure environmental eye air.",Cancelled
1291,,,48152.4,Reedbury,Single,"Once cup sing late example. Determine cut its majority part energy nation him.
Picture almost ahead edge own. Form leg politics deep such. Audience artist always big own position quality.","Start purpose small hot. Large adult number think gas up. Power state boy. Baby certainly industry wish.
Interview purpose difficult our. Voice response only leave owner.",Cancelled
1292,,Female,61182.3,Hillland,Divorced,"Congress school because and part. Information able interesting share key. Local strong understand describe exactly still.
Or stock father movement organization pass. Phone anything special take.","Above shoulder history well into help single price. Along pretty instead cultural. Director cup society.
Thought person share role computer high. Recent table operation dream present fast term.",Cancelled
1293,53,Female,65397.4,West Karenfort,Single,College store middle once federal suddenly. College social soon society simple official themselves. Rate whom almost organization area attention gun prevent.,"Senior have better coach answer rise door. Room according question.
South two way approach war degree some. Four represent far new full fish. Record her prepare establish live.",
1294,,,37957.2,,Divorced,"Class former receive sign. Ago thing situation program. Sister tell western not soldier.
Buy student shake party.","Capital cultural last pick. Light talk piece perform education.
Receive message identify. Market something voice choose our successful.",
1295,79,Male,,Christopherfort,Single,"Although the area. Cell college prepare. Degree security sing write act on.
Opportunity claim where tax economy.",Read huge themselves according various respond learn. Music research page popular happy model everybody.,Cancelled
1296,33,Male,118802.0,Watsonhaven,Divorced,Student ago study heart soon. Red reason building man ask seem worker election. Energy authority former material strong.,"Free close actually effect blood sit enter.
Low herself two street my. Idea policy professional generation.",Pending
