age,gender,income,location,maritalStatus,policyHistory,claimHistory,claimamount,claimType,claimDate,renewalDate,renewalStatus,renewalPremium,policyType,premium,coverageDetails,issuanceDate,expiryDate,interactionType,interactionDate,responseTime
63,None,148314,Port Jason,Single,None,Have because model strategy recent practice ready far. Money hope away agency. Degree race president drug avoid wear. Involve time spring whatever plant five gun.,1033.69,Theft,2025-02-18,2025-01-05,Cancelled,544.835,Life,498.979,Effort seem attack consumer administration. Health ground kitchen last cultural I watch. Watch company let above success. Drop born two beyond notice recent new. From feel drug rather hard.,2023-10-30,2024-12-06,Call Center,2025-05-05,None
63,None,148314,Port Jason,Single,None,Have because model strategy recent practice ready far. Money hope away agency. Degree race president drug avoid wear. Involve time spring whatever plant five gun.,1033.69,Theft,2025-02-18,2025-01-05,Cancelled,544.835,Life,498.979,Effort seem attack consumer administration. Health ground kitchen last cultural I watch. Watch company let above success. Drop born two beyond notice recent new. From feel drug rather hard.,2023-10-30,2024-12-06,None,2025-05-21,47
63,None,148314,Port Jason,Single,None,Have because model strategy recent practice ready far. Money hope away agency. Degree race president drug avoid wear. Involve time spring whatever plant five gun.,736.043,Theft,2025-05-04,2025-01-05,Cancelled,544.835,Life,498.979,Effort seem attack consumer administration. Health ground kitchen last cultural I watch. Watch company let above success. Drop born two beyond notice recent new. From feel drug rather hard.,2023-10-30,2024-12-06,Mobile App,2025-07-26,38
63,None,148314,Port Jason,Single,None,Have because model strategy recent practice ready far. Money hope away agency. Degree race president drug avoid wear. Involve time spring whatever plant five gun.,736.043,Theft,2025-05-04,2025-01-05,Cancelled,544.835,Life,498.979,Effort seem attack consumer administration. Health ground kitchen last cultural I watch. Watch company let above success. Drop born two beyond notice recent new. From feel drug rather hard.,2023-10-30,2024-12-06,Call Center,2025-05-05,None
63,None,148314,Port Jason,Single,None,Have because model strategy recent practice ready far. Money hope away agency. Degree race president drug avoid wear. Involve time spring whatever plant five gun.,736.043,Theft,2025-05-04,2025-01-05,Cancelled,544.835,Life,498.979,Effort seem attack consumer administration. Health ground kitchen last cultural I watch. Watch company let above success. Drop born two beyond notice recent new. From feel drug rather hard.,2023-10-30,2024-12-06,None,2025-05-21,47
64,None,None,Smithtown,Married,Black there decade part. History crime individual along break probably century. Certainly point indeed director focus peace however. Land able far bag reason song lose. Mother strong money memory.,None,1309.01,Theft,2025-04-04,2025-06-25,Pending,335.623,Home,883.158,Computer myself late its east we save stop. Summer heart stuff term. Letter indicate stay front son assume. Avoid audience draw. Effort Democrat city worry project upon collection story.,2022-12-30,2022-09-12,None,2025-02-27,3
64,None,None,Smithtown,Married,Black there decade part. History crime individual along break probably century. Certainly point indeed director focus peace however. Land able far bag reason song lose. Mother strong money memory.,None,1309.01,Theft,2025-04-04,2025-06-25,Pending,335.623,Home,883.158,Computer myself late its east we save stop. Summer heart stuff term. Letter indicate stay front son assume. Avoid audience draw. Effort Democrat city worry project upon collection story.,2022-12-30,2022-09-12,Call Center,2025-01-26,19
79,Female,53432.4,Theodoreview,Divorced,Technology development memory size we. Last east its region have home. Action million past discussion inside among society.,Democratic speech strategy statement seat where. Support just member.,1156.82,Accident,2025-03-14,2025-07-26,Renewed,733.297,Business,859.417,Put order film technology manage over couple. Prevent citizen find direction. Mouth chair quality hotel business of. Word head rather out middle fish. If whom this use.,2021-03-02,2024-09-20,Website,2025-03-24,31
79,Female,53432.4,Theodoreview,Divorced,Technology development memory size we. Last east its region have home. Action million past discussion inside among society.,Democratic speech strategy statement seat where. Support just member.,1156.82,Accident,2025-03-14,2025-07-26,Renewed,733.297,Business,859.417,Put order film technology manage over couple. Prevent citizen find direction. Mouth chair quality hotel business of. Word head rather out middle fish. If whom this use.,2021-03-02,2024-09-20,None,2025-05-13,12
79,Female,53432.4,Theodoreview,Divorced,Technology development memory size we. Last east its region have home. Action million past discussion inside among society.,Democratic speech strategy statement seat where. Support just member.,1156.82,Accident,2025-03-14,2025-07-26,Renewed,733.297,Business,859.417,Put order film technology manage over couple. Prevent citizen find direction. Mouth chair quality hotel business of. Word head rather out middle fish. If whom this use.,2021-03-02,2024-09-20,Website,2025-04-05,None
79,Female,53432.4,Theodoreview,Divorced,Technology development memory size we. Last east its region have home. Action million past discussion inside among society.,Democratic speech strategy statement seat where. Support just member.,1156.82,Accident,2025-03-14,2025-07-26,Renewed,733.297,Business,859.417,Put order film technology manage over couple. Prevent citizen find direction. Mouth chair quality hotel business of. Word head rather out middle fish. If whom this use.,2021-03-02,2024-09-20,Mobile App,2025-02-06,26
79,Female,53432.4,Theodoreview,Divorced,Technology development memory size we. Last east its region have home. Action million past discussion inside among society.,Democratic speech strategy statement seat where. Support just member.,1156.82,Accident,2025-03-14,2025-07-26,Renewed,733.297,Business,859.417,Put order film technology manage over couple. Prevent citizen find direction. Mouth chair quality hotel business of. Word head rather out middle fish. If whom this use.,2021-03-02,2024-09-20,None,2025-06-08,None
79,Female,53432.4,Theodoreview,Divorced,Technology development memory size we. Last east its region have home. Action million past discussion inside among society.,Democratic speech strategy statement seat where. Support just member.,1117.67,Health,2025-03-10,2025-07-26,Renewed,733.297,Business,859.417,Put order film technology manage over couple. Prevent citizen find direction. Mouth chair quality hotel business of. Word head rather out middle fish. If whom this use.,2021-03-02,2024-09-20,Website,2025-03-24,31
79,Female,53432.4,Theodoreview,Divorced,Technology development memory size we. Last east its region have home. Action million past discussion inside among society.,Democratic speech strategy statement seat where. Support just member.,1117.67,Health,2025-03-10,2025-07-26,Renewed,733.297,Business,859.417,Put order film technology manage over couple. Prevent citizen find direction. Mouth chair quality hotel business of. Word head rather out middle fish. If whom this use.,2021-03-02,2024-09-20,None,2025-05-13,12
79,Female,53432.4,Theodoreview,Divorced,Technology development memory size we. Last east its region have home. Action million past discussion inside among society.,Democratic speech strategy statement seat where. Support just member.,1117.67,Health,2025-03-10,2025-07-26,Renewed,733.297,Business,859.417,Put order film technology manage over couple. Prevent citizen find direction. Mouth chair quality hotel business of. Word head rather out middle fish. If whom this use.,2021-03-02,2024-09-20,Website,2025-04-05,None
